"","num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
"503",7,142.857142857143,13,23.5,2,1,51
"504",158,6.32911392405063,11,27,2,2,51
"505",1,1000,37,44.5,3,1,51
"506",16,62.5,12,23,3,2,51
"507",0,Inf,NA,NA,4,1,51
"508",1,1000,15,15.5,4,2,51
"509",0,Inf,NA,NA,5,1,51
"510",2,500,30,36,5,2,51
"511",0,Inf,NA,NA,1,1,52
"512",6,166.666666666667,18,29,1,2,52
"513",8,125,15,25.5,2,1,52
"514",155,6.45161290322581,11,27,2,2,52
"515",0,Inf,NA,NA,3,1,52
"516",18,55.5555555555556,18,25,3,2,52
"517",0,Inf,NA,NA,4,1,52
"518",0,Inf,NA,NA,4,2,52
"519",0,Inf,NA,NA,5,1,52
"520",0,Inf,NA,NA,5,2,52
"521",0,Inf,NA,NA,1,1,53
"522",4,250,17,25,1,2,53
"523",4,250,13,20.5,2,1,53
"524",149,6.71140939597315,12,27,2,2,53
"525",0,Inf,NA,NA,3,1,53
"526",10,100,19,26,3,2,53
"527",0,Inf,NA,NA,4,1,53
"528",5,200,17,21,4,2,53
"529",0,Inf,NA,NA,5,1,53
"530",3,333.333333333333,30,39.5,5,2,53
"531",1,1000,31,31,1,1,54
"532",2,500,31,35,1,2,54
"533",4,250,16,20,2,1,54
"534",151,6.62251655629139,10,28,2,2,54
"535",0,Inf,NA,NA,3,1,54
"536",21,47.6190476190476,15,25,3,2,54
"537",0,Inf,NA,NA,4,1,54
"538",0,Inf,NA,NA,4,2,54
"539",0,Inf,NA,NA,5,1,54
"540",1,1000,41,41,5,2,54
"541",0,Inf,NA,NA,1,1,55
"542",6,166.666666666667,20,45,1,2,55
"543",10,100,13,20,2,1,55
"544",151,6.62251655629139,10,29,2,2,55
"545",1,1000,27,32.5,3,1,55
"546",17,58.8235294117647,13,26,3,2,55
"547",0,Inf,NA,NA,4,1,55
"548",2,500,15,17.5,4,2,55
"549",0,Inf,NA,NA,5,1,55
"550",0,Inf,NA,NA,5,2,55
"551",1,1000,22,26.5,1,1,56
"552",3,333.333333333333,36,51,1,2,56
"553",7,142.857142857143,15,21,2,1,56
"554",180,5.55555555555556,11,28,2,2,56
"555",1,1000,23,26.5,3,1,56
"556",19,52.6315789473684,14,27,3,2,56
"557",0,Inf,NA,NA,4,1,56
"558",1,1000,19,20.5,4,2,56
"559",0,Inf,NA,NA,5,1,56
"560",4,250,26,35,5,2,56
"561",2,500,27,33.5,1,1,57
"562",5,200,21,35,1,2,57
"563",6,166.666666666667,16,22,2,1,57
"564",141,7.09219858156028,11,29,2,2,57
"565",0,Inf,NA,NA,3,1,57
"566",18,55.5555555555556,18,24,3,2,57
"567",0,Inf,NA,NA,4,1,57
"568",1,1000,17,18.5,4,2,57
"569",0,Inf,NA,NA,5,1,57
"570",3,333.333333333333,26,47.5,5,2,57
"571",1,1000,30,30,1,1,58
"572",2,500,24,28,1,2,58
"573",5,200,16,23.5,2,1,58
"574",148,6.75675675675676,12,30,2,2,58
"575",0,Inf,NA,NA,3,1,58
"576",15,66.6666666666667,14,26,3,2,58
"577",0,Inf,NA,NA,4,1,58
"578",7,142.857142857143,13,19.5,4,2,58
"579",1,1000,34,41,5,1,58
"580",3,333.333333333333,32,38.5,5,2,58
"581",1,1000,35,37,1,1,59
"582",2,500,22,42,1,2,59
"583",5,200,12,23,2,1,59
"584",148,6.75675675675676,12,28,2,2,59
"585",0,Inf,NA,NA,3,1,59
"586",17,58.8235294117647,15,26,3,2,59
"587",0,Inf,NA,NA,4,1,59
"588",5,200,15,21.5,4,2,59
"589",0,Inf,NA,NA,5,1,59
"590",2,500,35,42,5,2,59
"591",1,1000,22,26.5,1,1,60
"592",3,333.333333333333,17,38,1,2,60
"593",5,200,15,20,2,1,60
"594",152,6.57894736842105,11,29,2,2,60
"595",1,1000,28,30,3,1,60
"596",18,55.5555555555556,16,27,3,2,60
"597",0,Inf,NA,NA,4,1,60
"598",2,500,14,17,4,2,60
"599",1,1000,31,35,5,1,60
"600",3,333.333333333333,32,42.5,5,2,60
"601",1,1000,35,38,1,1,61
"602",5,200,21,47,1,2,61
"603",8,125,15,23,2,1,61
"604",145,6.89655172413793,10,29,2,2,61
"605",0,Inf,NA,NA,3,1,61
"606",18,55.5555555555556,15,24,3,2,61
"607",0,Inf,NA,NA,4,1,61
"608",1,1000,16,16.5,4,2,61
"609",0,Inf,NA,NA,5,1,61
"610",3,333.333333333333,29,48,5,2,61
"611",0,Inf,NA,NA,1,1,62
"612",6,166.666666666667,20,36,1,2,62
"613",6,166.666666666667,13,22,2,1,62
"614",156,6.41025641025641,11,27,2,2,62
"615",1,1000,31,33.5,3,1,62
"616",22,45.4545454545455,14,25,3,2,62
"617",0,Inf,NA,NA,4,1,62
"618",1,1000,17,18,4,2,62
"619",0,Inf,NA,NA,5,1,62
"620",0,Inf,NA,NA,5,2,62
"621",1,1000,31,32.5,1,1,63
"622",5,200,21,39,1,2,63
"623",5,200,16,20,2,1,63
"624",157,6.36942675159236,12,30,2,2,63
"625",0,Inf,NA,NA,3,1,63
"626",15,66.6666666666667,14,25,3,2,63
"627",0,Inf,NA,NA,4,1,63
"628",1,1000,15,17.5,4,2,63
"629",1,1000,37,37,5,1,63
"630",2,500,26,47.5,5,2,63
"631",2,500,28,35,1,1,64
"632",5,200,22,40,1,2,64
"633",9,111.111111111111,14,23,2,1,64
"634",151,6.62251655629139,11,27,2,2,64
"635",0,Inf,NA,NA,3,1,64
"636",11,90.9090909090909,18,27,3,2,64
"637",0,Inf,NA,NA,4,1,64
"638",0,Inf,NA,NA,4,2,64
"639",0,Inf,NA,NA,5,1,64
"640",1,1000,20,28,5,2,64
"641",1,1000,23,25.5,1,1,65
"642",5,200,26,34.5,1,2,65
"643",3,333.333333333333,15,17,2,1,65
"644",142,7.04225352112676,12,25,2,2,65
"645",0,Inf,NA,NA,3,1,65
"646",17,58.8235294117647,16,23,3,2,65
"647",0,Inf,NA,NA,4,1,65
"648",5,200,15,20,4,2,65
"649",1,1000,31,31,5,1,65
"650",3,333.333333333333,30,33,5,2,65
"651",0,Inf,NA,NA,1,1,66
"652",3,333.333333333333,22,41,1,2,66
"653",2,500,16,21,2,1,66
"654",138,7.2463768115942,11,27,2,2,66
"655",0,Inf,NA,NA,3,1,66
"656",16,62.5,17,26,3,2,66
"657",0,Inf,NA,NA,4,1,66
"658",2,500,19,20,4,2,66
"659",0,Inf,NA,NA,5,1,66
"660",0,Inf,NA,NA,5,2,66
"661",0,Inf,NA,NA,1,1,67
"662",1,1000,50,50.5,1,2,67
"663",7,142.857142857143,13,23,2,1,67
"664",151,6.62251655629139,10,29,2,2,67
"665",1,1000,22,24,3,1,67
"666",14,71.4285714285714,16,23,3,2,67
"667",0,Inf,NA,NA,4,1,67
"668",2,500,15,17,4,2,67
"669",0,Inf,NA,NA,5,1,67
"670",1,1000,35,39.5,5,2,67
"671",1,1000,31,33.5,1,1,68
"672",5,200,21,37,1,2,68
"673",7,142.857142857143,13,20,2,1,68
"674",147,6.80272108843537,12,28,2,2,68
"675",1,1000,25,29,3,1,68
"676",23,43.4782608695652,16,25,3,2,68
"677",0,Inf,NA,NA,4,1,68
"678",2,500,20,21,4,2,68
"679",0,Inf,NA,NA,5,1,68
"680",3,333.333333333333,26,35,5,2,68
"681",2,500,27,29.5,1,1,69
"682",8,125,20,32,1,2,69
"683",5,200,14,23,2,1,69
"684",159,6.28930817610063,11,28,2,2,69
"685",1,1000,39,43.5,3,1,69
"686",16,62.5,15,24,3,2,69
"687",0,Inf,NA,NA,4,1,69
"688",2,500,20,20.5,4,2,69
"689",0,Inf,NA,NA,5,1,69
"690",1,1000,31,34.5,5,2,69
"691",3,333.333333333333,28,45,1,1,70
"692",5,200,24,36,1,2,70
"693",5,200,15,21.5,2,1,70
"694",142,7.04225352112676,11,28,2,2,70
"695",1,1000,26,34.5,3,1,70
"696",17,58.8235294117647,18,26,3,2,70
"697",0,Inf,NA,NA,4,1,70
"698",2,500,19,20.5,4,2,70
"699",0,Inf,NA,NA,5,1,70
"700",0,Inf,NA,NA,5,2,70
"701",3,333.333333333333,27,39,1,1,71
"702",4,250,26,50.5,1,2,71
"703",7,142.857142857143,16,20,2,1,71
"704",141,7.09219858156028,10,28,2,2,71
"705",0,Inf,NA,NA,3,1,71
"706",21,47.6190476190476,16,24,3,2,71
"707",0,Inf,NA,NA,4,1,71
"708",1,1000,16,17.5,4,2,71
"709",0,Inf,NA,NA,5,1,71
"710",4,250,27,38,5,2,71
"711",3,333.333333333333,31,41.5,1,1,72
"712",3,333.333333333333,23,28,1,2,72
"713",4,250,15,22,2,1,72
"714",166,6.02409638554217,10,30,2,2,72
"715",0,Inf,NA,NA,3,1,72
"716",18,55.5555555555556,16,25,3,2,72
"717",0,Inf,NA,NA,4,1,72
"718",6,166.666666666667,15,21,4,2,72
"719",0,Inf,NA,NA,5,1,72
"720",4,250,24,45,5,2,72
"721",2,500,22,24,1,1,73
"722",0,Inf,NA,NA,1,2,73
"723",7,142.857142857143,14,17,2,1,73
"724",158,6.32911392405063,10,28,2,2,73
"725",1,1000,52,55.5,3,1,73
"726",18,55.5555555555556,18,27,3,2,73
"727",0,Inf,NA,NA,4,1,73
"728",3,333.333333333333,19,21,4,2,73
"729",0,Inf,NA,NA,5,1,73
"730",1,1000,45,48.5,5,2,73
"731",3,333.333333333333,22,36,1,1,74
"732",4,250,19,27.5,1,2,74
"733",3,333.333333333333,15,25.5,2,1,74
"734",133,7.5187969924812,10,28,2,2,74
"735",0,Inf,NA,NA,3,1,74
"736",19,52.6315789473684,17,24,3,2,74
"737",0,Inf,NA,NA,4,1,74
"738",1,1000,16,16,4,2,74
"739",0,Inf,NA,NA,5,1,74
"740",2,500,28,37,5,2,74
"741",3,333.333333333333,23,29.5,1,1,75
"742",3,333.333333333333,23,45,1,2,75
"743",5,200,17,25,2,1,75
"744",151,6.62251655629139,11,28,2,2,75
"745",0,Inf,NA,NA,3,1,75
"746",21,47.6190476190476,16,26.5,3,2,75
"747",0,Inf,NA,NA,4,1,75
"748",3,333.333333333333,17,20,4,2,75
"749",0,Inf,NA,NA,5,1,75
"750",1,1000,38,65,5,2,75
"751",2,500,22,28.5,1,1,76
"752",3,333.333333333333,17,28,1,2,76
"753",5,200,15,21.5,2,1,76
"754",154,6.49350649350649,11,28,2,2,76
"755",0,Inf,NA,NA,3,1,76
"756",13,76.9230769230769,13,27,3,2,76
"757",0,Inf,NA,NA,4,1,76
"758",3,333.333333333333,18,24.5,4,2,76
"759",0,Inf,NA,NA,5,1,76
"760",2,500,33,51,5,2,76
"761",2,500,31,36.5,1,1,77
"762",3,333.333333333333,19,31,1,2,77
"763",6,166.666666666667,15,21,2,1,77
"764",166,6.02409638554217,12,29,2,2,77
"765",0,Inf,NA,NA,3,1,77
"766",17,58.8235294117647,18,25,3,2,77
"767",0,Inf,NA,NA,4,1,77
"768",3,333.333333333333,13,24.5,4,2,77
"769",0,Inf,NA,NA,5,1,77
"770",0,Inf,NA,NA,5,2,77
"771",1,1000,36,50.5,1,1,78
"772",3,333.333333333333,17,24.5,1,2,78
"773",4,250,17,24,2,1,78
"774",162,6.17283950617284,11,27,2,2,78
"775",0,Inf,NA,NA,3,1,78
"776",22,45.4545454545455,14,23,3,2,78
"777",0,Inf,NA,NA,4,1,78
"778",0,Inf,NA,NA,4,2,78
"779",0,Inf,NA,NA,5,1,78
"780",1,1000,27,34,5,2,78
"781",2,500,43,45.5,1,1,79
"782",3,333.333333333333,20,32.5,1,2,79
"783",6,166.666666666667,17,25,2,1,79
"784",145,6.89655172413793,11,29,2,2,79
"785",1,1000,35,36.5,3,1,79
"786",20,50,16,25,3,2,79
"787",0,Inf,NA,NA,4,1,79
"788",3,333.333333333333,20,21.5,4,2,79
"789",0,Inf,NA,NA,5,1,79
"790",0,Inf,NA,NA,5,2,79
"791",1,1000,45,50.5,1,1,80
"792",4,250,20,35.5,1,2,80
"793",5,200,15,20,2,1,80
"794",163,6.13496932515337,11,30,2,2,80
"795",1,1000,29,29.5,3,1,80
"796",15,66.6666666666667,19,25,3,2,80
"797",0,Inf,NA,NA,4,1,80
"798",2,500,15,17,4,2,80
"799",0,Inf,NA,NA,5,1,80
"800",0,Inf,NA,NA,5,2,80
"801",0,Inf,NA,NA,1,1,81
"802",4,250,21,43.5,1,2,81
"803",5,200,15,23,2,1,81
"804",148,6.75675675675676,11,27,2,2,81
"805",0,Inf,NA,NA,3,1,81
"806",22,45.4545454545455,14,26,3,2,81
"807",0,Inf,NA,NA,4,1,81
"808",2,500,13,15,4,2,81
"809",0,Inf,NA,NA,5,1,81
"810",2,500,20,37,5,2,81
"811",1,1000,56,56.5,1,1,82
"812",3,333.333333333333,27,39,1,2,82
"813",6,166.666666666667,15,20.5,2,1,82
"814",159,6.28930817610063,11,28,2,2,82
"815",1,1000,21,21.5,3,1,82
"816",18,55.5555555555556,18,25,3,2,82
"817",0,Inf,NA,NA,4,1,82
"818",1,1000,16,19,4,2,82
"819",0,Inf,NA,NA,5,1,82
"820",0,Inf,NA,NA,5,2,82
"821",0,Inf,NA,NA,1,1,83
"822",3,333.333333333333,25,30,1,2,83
"823",5,200,16,24.5,2,1,83
"824",154,6.49350649350649,12,28,2,2,83
"825",0,Inf,NA,NA,3,1,83
"826",13,76.9230769230769,15,25.5,3,2,83
"827",0,Inf,NA,NA,4,1,83
"828",1,1000,16,17,4,2,83
"829",0,Inf,NA,NA,5,1,83
"830",0,Inf,NA,NA,5,2,83
"831",0,Inf,NA,NA,1,1,84
"832",4,250,21,54,1,2,84
"833",1,1000,19,28.5,2,1,84
"834",140,7.14285714285714,11,29,2,2,84
"835",0,Inf,NA,NA,3,1,84
"836",20,50,17,24,3,2,84
"837",0,Inf,NA,NA,4,1,84
"838",2,500,19,21.5,4,2,84
"839",0,Inf,NA,NA,5,1,84
"840",0,Inf,NA,NA,5,2,84
"841",2,500,22,31,1,1,85
"842",1,1000,23,31,1,2,85
"843",3,333.333333333333,15,19,2,1,85
"844",150,6.66666666666667,11,27,2,2,85
"845",0,Inf,NA,NA,3,1,85
"846",20,50,17,24,3,2,85
"847",0,Inf,NA,NA,4,1,85
"848",3,333.333333333333,16,23,4,2,85
"849",0,Inf,NA,NA,5,1,85
"850",2,500,37,40,5,2,85
"851",1,1000,36,37,1,1,86
"852",4,250,17,34,1,2,86
"853",9,111.111111111111,15,22,2,1,86
"854",151,6.62251655629139,12,30,2,2,86
"855",0,Inf,NA,NA,3,1,86
"856",18,55.5555555555556,14,23,3,2,86
"857",0,Inf,NA,NA,4,1,86
"858",1,1000,19,19,4,2,86
"859",0,Inf,NA,NA,5,1,86
"860",1,1000,42,48.5,5,2,86
"861",3,333.333333333333,31,39,1,1,87
"862",6,166.666666666667,25,31,1,2,87
"863",5,200,16,20,2,1,87
"864",144,6.94444444444444,10,28,2,2,87
"865",0,Inf,NA,NA,3,1,87
"866",20,50,17,26,3,2,87
"867",0,Inf,NA,NA,4,1,87
"868",1,1000,17,17,4,2,87
"869",0,Inf,NA,NA,5,1,87
"870",3,333.333333333333,26,37,5,2,87
"871",2,500,32,33,1,1,88
"872",4,250,17,28,1,2,88
"873",10,100,15,24,2,1,88
"874",143,6.99300699300699,10,29,2,2,88
"875",0,Inf,NA,NA,3,1,88
"876",14,71.4285714285714,15,26,3,2,88
"877",0,Inf,NA,NA,4,1,88
"878",2,500,17,22,4,2,88
"879",1,1000,31,34,5,1,88
"880",1,1000,32,44.5,5,2,88
"881",2,500,22,24.5,1,1,89
"882",2,500,34,41,1,2,89
"883",5,200,15,20,2,1,89
"884",148,6.75675675675676,11,30,2,2,89
"885",1,1000,28,30.5,3,1,89
"886",18,55.5555555555556,16,28,3,2,89
"887",0,Inf,NA,NA,4,1,89
"888",1,1000,19,19.5,4,2,89
"889",0,Inf,NA,NA,5,1,89
"890",1,1000,39,40,5,2,89
"891",0,Inf,NA,NA,1,1,90
"892",2,500,28,45,1,2,90
"893",3,333.333333333333,15,23,2,1,90
"894",147,6.80272108843537,10,28,2,2,90
"895",1,1000,45,45.5,3,1,90
"896",10,100,15,26,3,2,90
"897",0,Inf,NA,NA,4,1,90
"898",3,333.333333333333,15,22.5,4,2,90
"899",0,Inf,NA,NA,5,1,90
"900",1,1000,42,47,5,2,90
"901",0,Inf,NA,NA,1,1,91
"902",2,500,22,25,1,2,91
"903",10,100,15,23,2,1,91
"904",168,5.95238095238095,11,30,2,2,91
"905",0,Inf,NA,NA,3,1,91
"906",20,50,17,27.5,3,2,91
"907",0,Inf,NA,NA,4,1,91
"908",0,Inf,NA,NA,4,2,91
"909",0,Inf,NA,NA,5,1,91
"910",0,Inf,NA,NA,5,2,91
"911",3,333.333333333333,32,38.5,1,1,92
"912",3,333.333333333333,17,24,1,2,92
"913",5,200,18,26,2,1,92
"914",149,6.71140939597315,12,29,2,2,92
"915",1,1000,26,31.5,3,1,92
"916",14,71.4285714285714,15,28,3,2,92
"917",0,Inf,NA,NA,4,1,92
"918",4,250,17,21,4,2,92
"919",0,Inf,NA,NA,5,1,92
"920",0,Inf,NA,NA,5,2,92
"921",1,1000,30,30,1,1,93
"922",5,200,21,29.5,1,2,93
"923",7,142.857142857143,15,28.5,2,1,93
"924",146,6.84931506849315,10,28,2,2,93
"925",0,Inf,NA,NA,3,1,93
"926",14,71.4285714285714,16,24,3,2,93
"927",0,Inf,NA,NA,4,1,93
"928",2,500,17,20,4,2,93
"929",0,Inf,NA,NA,5,1,93
"930",3,333.333333333333,32,41.5,5,2,93
"931",1,1000,33,41,1,1,94
"932",2,500,21,31,1,2,94
"933",11,90.9090909090909,14,21,2,1,94
"934",154,6.49350649350649,12,29,2,2,94
"935",0,Inf,NA,NA,3,1,94
"936",19,52.6315789473684,18,26,3,2,94
"937",0,Inf,NA,NA,4,1,94
"938",2,500,16,23,4,2,94
"939",0,Inf,NA,NA,5,1,94
"940",3,333.333333333333,32,39.5,5,2,94
"941",2,500,22,23.5,1,1,95
"942",4,250,21,33,1,2,95
"943",2,500,17,19,2,1,95
"944",164,6.09756097560976,10,28,2,2,95
"945",0,Inf,NA,NA,3,1,95
"946",26,38.4615384615385,16,30,3,2,95
"947",0,Inf,NA,NA,4,1,95
"948",2,500,19,24,4,2,95
"949",0,Inf,NA,NA,5,1,95
"950",4,250,28,47,5,2,95
"951",2,500,21,43.5,1,1,96
"952",5,200,17,34,1,2,96
"953",6,166.666666666667,16,21,2,1,96
"954",147,6.80272108843537,11,29,2,2,96
"955",1,1000,22,27.5,3,1,96
"956",15,66.6666666666667,14,24,3,2,96
"957",0,Inf,NA,NA,4,1,96
"958",0,Inf,NA,NA,4,2,96
"959",0,Inf,NA,NA,5,1,96
"960",3,333.333333333333,31,35,5,2,96
"961",1,1000,34,36.5,1,1,97
"962",4,250,22,28.5,1,2,97
"963",2,500,19,25,2,1,97
"964",138,7.2463768115942,12,29,2,2,97
"965",1,1000,41,45,3,1,97
"966",18,55.5555555555556,18,26,3,2,97
"967",0,Inf,NA,NA,4,1,97
"968",1,1000,19,19,4,2,97
"969",0,Inf,NA,NA,5,1,97
"970",3,333.333333333333,30,37.5,5,2,97
"971",2,500,27,33,1,1,98
"972",1,1000,34,35,1,2,98
"973",4,250,13,23,2,1,98
"974",161,6.2111801242236,12,29,2,2,98
"975",1,1000,37,37,3,1,98
"976",20,50,17,25,3,2,98
"977",0,Inf,NA,NA,4,1,98
"978",6,166.666666666667,13,21,4,2,98
"979",0,Inf,NA,NA,5,1,98
"980",3,333.333333333333,26,44,5,2,98
"981",1,1000,31,31,1,1,99
"982",3,333.333333333333,26,33,1,2,99
"983",4,250,14,19,2,1,99
"984",145,6.89655172413793,10,28,2,2,99
"985",1,1000,24,24,3,1,99
"986",17,58.8235294117647,14,25.5,3,2,99
"987",0,Inf,NA,NA,4,1,99
"988",0,Inf,NA,NA,4,2,99
"989",0,Inf,NA,NA,5,1,99
"990",2,500,26,37.5,5,2,99
"991",1,1000,34,37.5,1,1,100
"992",0,Inf,NA,NA,1,2,100
"993",12,83.3333333333333,14,19,2,1,100
"994",142,7.04225352112676,10,28,2,2,100
"995",0,Inf,NA,NA,3,1,100
"996",24,41.6666666666667,17,26,3,2,100
"997",0,Inf,NA,NA,4,1,100
"998",3,333.333333333333,19,20,4,2,100
"999",0,Inf,NA,NA,5,1,100
"1000",2,500,31,36,5,2,100
